date,source,url,currency,title,generator_id,predicted_direction,predicted_magnitude,confidence,pair_context,reasoning
2026-03-07,,https://investinglive.com/news/china-continues-the-gold-buying-spree-as-reserves-climb-for-a-16th-straight-month-20260307/,CNY,China's gold buying spree continues as reserves climb for a 16th straight month,keyword-sentiment-v1.1,neutral,,0.3,,CNY mixed signals; markets consolidating
2026-03-07,,https://www.fxstreet.com/news/china-inflation-and-trade-data-support-modest-recovery-ing-202603062227,CNY,China: Inflation and trade data support modest recovery – ING,keyword-sentiment-v1.1,bullish,small,0.9,,CNY showing strength with 2 positive indicators
2026-03-07,,https://www.fxstreet.com/news/cny-flows-diverge-as-safe-haven-doubts-grow-bny-202603061958,CNY,CNY: Flows diverge as safe haven doubts grow – BNY,keyword-sentiment-v1.1,neutral,,0.3,,CNY mixed signals; markets consolidating
2026-03-07,,https://www.fxstreet.com/news/china-inflation-and-trade-data-signal-firmer-cycle-abn-amro-202603061742,CNY,China: Inflation and trade data signal firmer cycle – ABN AMRO,keyword-sentiment-v1.1,bullish,small,0.75,,CNY showing strength with 1 positive indicators
2026-03-07,,https://finance.yahoo.com/news/china-deepen-reform-shenzhens-chinext-103154946.html,CNY,"China to deepen reform of Shenzhen's ChiNext board, regulator says",keyword-sentiment-v1.1,neutral,,0.3,,CNY mixed signals; markets consolidating
2026-03-07,,https://finance.yahoo.com/news/chinese-coffee-titan-set-buy-110000114.html,CNY,Chinese coffee titan set to buy Oakland-born Blue Bottle Coffee,keyword-sentiment-v1.1,neutral,,0.3,,CNY mixed signals; markets consolidating
2026-03-07,,https://investinglive.com/news/china-continues-the-gold-buying-spree-as-reserves-climb-for-a-16th-straight-month-20260307/,CNY,China's gold buying spree continues as reserves climb for a 16th straight month,llm-sentiment-v1,bullish,medium,0.8,,"The article discusses China's continued increase in gold reserves, which suggests a strong demand for the Chinese yuan (CNY) and a bullish sentiment for the currency. The increase in gold reserves indicates China's efforts to diversify its foreign exchange holdings, which is typically a sign of economic strength and confidence in the domestic currency."
2026-03-07,,https://www.fxstreet.com/news/china-inflation-and-trade-data-support-modest-recovery-ing-202603062227,CNY,China: Inflation and trade data support modest recovery – ING,llm-sentiment-v1,bullish,small,0.7,,"The article suggests that China's inflation and trade data point to a modest recovery, which is generally positive for the Chinese yuan (CNY). While the impact may be small, the overall sentiment is bullish for the CNY."
2026-03-07,,https://www.fxstreet.com/news/cny-flows-diverge-as-safe-haven-doubts-grow-bny-202603061958,CNY,CNY: Flows diverge as safe haven doubts grow – BNY,llm-sentiment-v1,bearish,medium,0.8,,"The article suggests a divergence between CNY forwards and spot, indicating potential hedge unwinding and asset outflows, which is bearish for CNY. Additionally, the article questions CNY's safe haven status as spot flows show large outflows tied to expatriation, further contributing to the bearish sentiment."
2026-03-07,,https://www.fxstreet.com/news/china-inflation-and-trade-data-signal-firmer-cycle-abn-amro-202603061742,CNY,China: Inflation and trade data signal firmer cycle – ABN AMRO,llm-sentiment-v1,bullish,medium,0.7,,"The article suggests that China's CPI inflation is expected to rebound to around 1% year-on-year in February, driven by Lunar New Year spending and base effects. This indicates firmer economic conditions, which is generally positive for the Chinese yuan (CNY)."
2026-03-07,,https://finance.yahoo.com/news/china-deepen-reform-shenzhens-chinext-103154946.html,CNY,"China to deepen reform of Shenzhen's ChiNext board, regulator says",llm-sentiment-v1,bullish,medium,0.7,,"The article discusses China's plans to deepen reform of the ChiNext board, which is a positive signal for the Chinese economy and the renminbi (CNY). Reforms to the capital markets typically indicate a commitment to further economic liberalization, which is generally bullish for the currency."
2026-03-07,,https://finance.yahoo.com/news/chinese-coffee-titan-set-buy-110000114.html,CNY,Chinese coffee titan set to buy Oakland-born Blue Bottle Coffee,llm-sentiment-v1,neutral,null,0.5,,"The article is about a Chinese company acquiring a US-based coffee company, which does not directly indicate any sentiment for the Chinese yuan (CNY)."
2026-03-07,,https://investinglive.com/news/atlanta-fed-gdpnow-q1-estimate-21-versus-32-previously-20260306/,USD,Atlanta Fed GDPNow Q1 estimate 2.1% versus 3.2% previously,keyword-sentiment-v1.1,neutral,,0.3,,USD mixed signals; markets consolidating
2026-03-07,,https://www.fxstreet.com/news/usd-cnh-upside-risks-as-strong-fix-meets-usd-demand-ocbc-202603062134,USD,USD/CNH: Upside risks as strong fix meets USD demand – OCBC,keyword-sentiment-v1.1,bullish,medium,0.9,USD/CNH,USD/CNH: USD showing strength with 3 positive indicators
2026-03-07,,https://www.fxstreet.com/news/usd-chf-price-forecast-struggles-at-07800-dives-below-50-day-sma-202603061955,USD,"USD/CHF Price Forecast: Struggles at 0.7800, dives below 50-day SMA",keyword-sentiment-v1.1,bearish,large,0.9,USD/CHF,USD/CHF: USD showing weakness with 5 negative indicators
2026-03-07,,https://www.fxstreet.com/news/feds-hammack-inflation-problem-is-broader-than-just-tariffs-202603061954,USD,Fed’s Hammack: Inflation problem is broader than just tariffs,keyword-sentiment-v1.1,bearish,small,0.9,,USD showing weakness with 2 negative indicators
2026-03-07,,https://www.fxstreet.com/news/usd-myr-consolidation-near-highs-with-upside-risks-ocbc-202603061917,USD,USD/MYR: Consolidation near highs with upside risks – OCBC,keyword-sentiment-v1.1,bullish,small,0.9,USD/MYR,USD/MYR: USD showing strength with 2 positive indicators
2026-03-07,,https://www.fxstreet.com/news/forecasting-the-upcoming-week-middle-east-war-boosts-oil-nfp-miss-shakes-us-dollar-202603061842,USD,"Forecasting the upcoming week: Middle East war boosts Oil, NFP miss shakes US Dollar",keyword-sentiment-v1.1,bullish,small,0.9,,USD showing strength with 1 positive indicators
2026-03-07,,https://www.fxstreet.com/news/silver-price-forecast-xag-usd-range-bound-as-rsi-holds-near-50-and-macd-flattens-202603061834,USD,Silver Price Forecast: XAG/USD range-bound as RSI holds near 50 and MACD flattens,keyword-sentiment-v1.1,neutral,,0.3,XAG/USD,XAG/USD: Inverse signal for quote currency - USD mixed signals; markets consolidating
2026-03-07,,https://www.fxstreet.com/news/feds-collins-fed-policy-is-well-positioned-202603061833,USD,Fed’s Collins: Fed policy is well positioned,keyword-sentiment-v1.1,neutral,,0.3,,USD mixed signals; markets consolidating
2026-03-07,,https://www.fxstreet.com/news/crude-oil-explodes-higher-as-strait-of-hormuz-crisis-deepens-202603061830,USD,Crude Oil explodes higher as Strait of Hormuz crisis deepens,keyword-sentiment-v1.1,bullish,small,0.9,,USD showing strength with 1 positive indicators
2026-03-07,,https://www.fxstreet.com/news/nzd-usd-price-forecast-hold-above-200-day-sma-kiwi-approaches-05900-202603061804,USD,"NZD/USD Price Forecast: Hold above 200-day SMA, Kiwi approaches 0.5900",keyword-sentiment-v1.1,neutral,,0.3,NZD/USD,NZD/USD: Inverse signal for quote currency - USD mixed signals; markets consolidating
2026-03-07,,https://www.fxstreet.com/news/feds-miran-fed-typically-does-not-respond-to-oil-prices-202603061749,USD,Fed’s Miran: Fed typically does not respond to oil prices,keyword-sentiment-v1.1,bearish,small,0.9,,USD showing weakness with 1 negative indicators
2026-03-07,,https://www.fxstreet.com/news/usd-cad-dips-as-weak-us-nfp-data-and-rising-oil-prices-strengthen-loonie-202603061741,USD,USD/CAD dips as weak US NFP data and rising Oil prices strengthen Loonie,keyword-sentiment-v1.1,neutral,,0.3,USD/CAD,USD/CAD: USD mixed signals; markets consolidating
