date,source,url,currency,title,generator_id,predicted_direction,predicted_magnitude,confidence,pair_context,reasoning
2026-03-03,,https://www.fxstreet.com/news/boe-march-cut-still-likely-as-mpc-eyes-domestic-data-td-securities-202603031133,GBP,BoE: March cut still likely as MPC eyes domestic data – TD Securities,keyword-sentiment-v1.1,neutral,,0.3,,GBP mixed signals; markets consolidating
2026-03-03,,https://www.fxstreet.com/news/boe-march-cut-still-likely-as-mpc-eyes-domestic-data-td-securities-202603031133,GBP,BoE: March cut still likely as MPC eyes domestic data – TD Securities,llm-sentiment-v1,bearish,medium,0.8,,"The article suggests that the Bank of England is still likely to cut interest rates in March, which would be dovish and negative for the British pound."
2026-03-03,,https://www.fairobserver.com/economics/japan-2026-steering-a-reawakened-economic-giant-through-the-narrow-strait/,CAD,Japan 2026: Steering a Reawakened Economic Giant Through the Narrow Strait,keyword-sentiment-v1.1,neutral,,0.3,,CAD mixed signals; markets consolidating
2026-03-03,,https://www.fairobserver.com/economics/japan-2026-steering-a-reawakened-economic-giant-through-the-narrow-strait/,CAD,Japan 2026: Steering a Reawakened Economic Giant Through the Narrow Strait,llm-sentiment-v1,neutral,null,0.5,,"The article is focused on the Japanese economy and does not mention the Canadian dollar or any factors that would directly impact the CAD. Therefore, the sentiment for the CAD is neutral."
2026-03-03,,https://www.globenewswire.com/news-release/2026/03/02/3247180/24500/en/Norwegian-Cruise-Line-Holdings-Reports-Fourth-Quarter-and-Full-Year-2025-Financial-Results.html,NOK,Norwegian Cruise Line Holdings Reports Fourth Quarter and Full Year 2025 Financial Results,keyword-sentiment-v1.1,neutral,,0.3,,NOK mixed signals; markets consolidating
2026-03-03,,https://www.globenewswire.com/news-release/2026/03/02/3247180/24500/en/Norwegian-Cruise-Line-Holdings-Reports-Fourth-Quarter-and-Full-Year-2025-Financial-Results.html,NOK,Norwegian Cruise Line Holdings Reports Fourth Quarter and Full Year 2025 Financial Results,llm-sentiment-v1,neutral,null,0.2,,The article is about Norwegian Cruise Line Holdings' financial results and does not contain any information about the Norwegian krone (NOK) or the FX market.
2026-03-03,,https://investinglive.com/news/us-china-officials-reportedly-set-to-meet-to-lay-the-groundwork-ahead-of-trump-xi-summit-20260303/,CNY,"US, China officials reportedly set to meet to lay the groundwork ahead of Trump-Xi summit",keyword-sentiment-v1.1,neutral,,0.3,,CNY mixed signals; markets consolidating
2026-03-03,,https://finance.yahoo.com/news/china-sees-higher-platform-tax-114615623.html,CNY,China sees higher platform tax compliance after new reporting framework,keyword-sentiment-v1.1,bullish,small,0.9,,CNY showing strength with 1 positive indicators
2026-03-03,,https://investinglive.com/news/us-china-officials-reportedly-set-to-meet-to-lay-the-groundwork-ahead-of-trump-xi-summit-20260303/,CNY,"US, China officials reportedly set to meet to lay the groundwork ahead of Trump-Xi summit",llm-sentiment-v1,bullish,medium,0.7,,"The article suggests that US and China trade negotiators will be meeting in mid-March, which indicates progress in trade negotiations and a potential resolution to the ongoing trade war. This is positive for the Chinese yuan (CNY)."
2026-03-03,,https://finance.yahoo.com/news/china-sees-higher-platform-tax-114615623.html,CNY,China sees higher platform tax compliance after new reporting framework,llm-sentiment-v1,bullish,small,0.7,,"The article suggests that China has seen higher platform tax compliance after implementing a new reporting framework, which indicates improved tax collection and potentially stronger economic conditions, which is bullish for the Chinese yuan."
2026-03-03,,https://www.fxstreet.com/news/gold-safe-haven-rally-fades-with-rate-repricing-commerzbank-202603031153,USD,Gold: Safe-haven rally fades with rate repricing – Commerzbank,keyword-sentiment-v1.1,neutral,,0.3,,USD mixed signals; markets consolidating
2026-03-03,,https://www.fxstreet.com/news/oil-supply-shock-risk-grows-with-hormuz-shutdown-danske-bank-202603031008,USD,Oil: Supply shock risk grows with Hormuz shutdown – Danske Bank,keyword-sentiment-v1.1,bullish,small,0.9,,USD showing strength with 1 positive indicators
2026-03-03,,https://www.fxstreet.com/news/silver-price-today-silver-falls-according-to-fxstreet-data-202603030930,USD,"Silver price today: Silver falls, according to FXStreet data",keyword-sentiment-v1.1,bearish,small,0.9,,USD showing weakness with 1 negative indicators
2026-03-03,,https://www.fxstreet.com/news/usd-inr-seems-to-extend-gains-on-wednesday-amid-us-iran-war-202603030856,USD,USD/INR seems to extend gains on Wednesday amid US-Iran war,keyword-sentiment-v1.1,bullish,small,0.9,USD/INR,USD/INR: USD showing strength with 2 positive indicators
2026-03-03,,https://www.fxstreet.com/news/forex-today-usd-holds-ground-as-middle-east-chaos-spreads-202603030801,USD,Forex Today: USD holds ground as Middle East chaos spreads,keyword-sentiment-v1.1,neutral,,0.3,,USD mixed signals; markets consolidating
2026-03-03,,https://www.fxstreet.com/news/us-iran-war-jeopardizes-boj-rate-hike-bets-for-march-reuters-202603030750,USD,US-Iran war jeopardizes BoJ rate hike bets for March – Reuters,keyword-sentiment-v1.1,neutral,,0.3,,USD mixed signals; markets consolidating
2026-03-03,,https://www.fxstreet.com/news/fed-three-cuts-still-expected-bny-202603030717,USD,Fed: Three cuts still expected – BNY,keyword-sentiment-v1.1,neutral,,0.3,,USD mixed signals; markets consolidating
2026-03-03,,https://www.fxstreet.com/news/gold-rises-for-fifth-day-on-middle-east-tensions-modest-usd-pullback-202603030345,USD,"Gold weakens below $5,300 as sustained USD buying counter Middle East tensions",keyword-sentiment-v1.1,bearish,medium,0.9,,USD showing weakness with 4 negative indicators
2026-03-03,,https://www.fxstreet.com/news/usd-safe-haven-flows-return-with-war-risks-rabobank-202603030641,USD,USD: Safe-haven flows return with war risks – Rabobank,keyword-sentiment-v1.1,neutral,,0.3,,USD mixed signals; markets consolidating
2026-03-03,,https://finance.yahoo.com/personal-finance/investing/article/gold-price-today-tuesday-march-3-gold-price-steadies-with-a-stronger-us-dollar-in-play-120215139.html,USD,"Gold price today, Tuesday, March 3: Gold price steadies with a stronger U.S. dollar in play",keyword-sentiment-v1.1,bullish,small,0.9,,USD showing strength with 1 positive indicators
2026-03-03,,https://www.thehindubusinessline.com/markets/forex/rupee-crashes-42-paise-to-settle-at-9150-against-us-dollar/article70695096.ece,USD,Rupee crashes 42 paise to settle at 91.50 against US dollar,keyword-sentiment-v1.1,neutral,,0.3,,USD mixed signals; markets consolidating
2026-03-03,,https://www.thehindubusinessline.com/markets/forex/us-israel-attack-on-iran-rattles-rupee-as-markets-feel-heat/article70694028.ece,USD,US-Israel attack on Iran rattles rupee as markets feel heat,keyword-sentiment-v1.1,neutral,,0.3,,USD mixed signals; markets consolidating
