date,source,url,currency,title,generator_id,predicted_direction,predicted_magnitude,confidence,pair_context,reasoning
2026-02-28,,https://cointelegraph.com/news/yen-stablecoins-japan-crypto-ambitions,JPY,Why yen stablecoins are key to Japan’s crypto ambitions,keyword-sentiment-v1.1,bearish,small,0.75,,JPY showing weakness with 1 negative indicators
2026-02-28,,https://cointelegraph.com/news/yen-stablecoins-japan-crypto-ambitions,JPY,Why yen stablecoins are key to Japan’s crypto ambitions,llm-sentiment-v1,bullish,medium,0.7,,"The article discusses Japan's efforts to bring the yen into the DeFi space, which suggests regulatory and institutional support for the currency. This is a positive development for the yen's adoption and usage, indicating a bullish sentiment."
2026-02-28,,https://www.globenewswire.com/news-release/2026/02/27/3246346/28124/en/Canada-Prepaid-Card-and-Digital-Wallet-Intelligence-Report-2026-2030-26-26-Billion-Market-Intensifies-as-Bank-Led-Digital-Propositions-and-Embedded-Infrastructure-Entrants-Expand-C.html,CAD,Canada Prepaid Card and Digital Wallet Intelligence Report 2026-2030: $26.26 Billion Market Intensifies as Bank-Led Digital Propositions and Embedded Infrastructure Entrants Expand Competition,keyword-sentiment-v1.1,neutral,,0.3,,CAD mixed signals; markets consolidating
2026-02-28,,https://www.globenewswire.com/news-release/2026/02/27/3246346/28124/en/Canada-Prepaid-Card-and-Digital-Wallet-Intelligence-Report-2026-2030-26-26-Billion-Market-Intensifies-as-Bank-Led-Digital-Propositions-and-Embedded-Infrastructure-Entrants-Expand-C.html,CAD,Canada Prepaid Card and Digital Wallet Intelligence Report 2026-2030: $26.26 Billion Market Intensifies as Bank-Led Digital Propositions and Embedded Infrastructure Entrants Expand Competition,llm-sentiment-v1,bullish,medium,0.7,,"The article discusses growth opportunities in the Canadian prepaid card and digital wallet market, which suggests economic strength and potential for the Canadian dollar."
2026-02-28,,https://financialpost.com/pmn/business-pmn/gold-rises-on-chinese-trading-with-us-iran-tensions-in-focus,CNY,Gold Rises on Chinese Trading With US-Iran Tensions in Focus,keyword-sentiment-v1.1,bullish,small,0.9,,CNY showing strength with 1 positive indicators
2026-02-28,,https://financialpost.com/pmn/business-pmn/gold-rises-on-chinese-trading-with-us-iran-tensions-in-focus,CNY,Gold Rises on Chinese Trading With US-Iran Tensions in Focus,llm-sentiment-v1,neutral,small,0.7,,"The article does not directly mention the Chinese yuan (CNY) or provide any clear indications about its sentiment. The article focuses on the rise in gold and silver prices due to tensions between the US and Iran, which does not have a clear implication for the CNY."
2026-02-28,,https://www.fxstreet.com/news/breaking-us-and-israel-attack-iran-risk-aversion-to-sweep-global-markets-202602280856,USD,"Breaking: US and Israel attack Iran, risk aversion to sweep global markets",keyword-sentiment-v1.1,bullish,small,0.9,,USD showing strength with 1 positive indicators
2026-02-28,,https://finance.yahoo.com/news/dollar-tree-inc-dltr-bull-195704629.html,USD,"Dollar Tree, Inc. (DLTR): A Bull Case Theory",keyword-sentiment-v1.1,neutral,,0.3,,USD mixed signals; markets consolidating
2026-02-28,,https://www.thehindubusinessline.com/markets/forex/rupee-falls-8-paise-to-settle-at-9099-against-us-dollar/article70683777.ece,USD,Rupee falls 8 paise to settle at 90.99 against US dollar,keyword-sentiment-v1.1,neutral,,0.3,,USD mixed signals; markets consolidating
2026-02-28,,https://financialpost.com/globe-newswire/fairfax-completes-c650-million-senior-notes-offering,USD,Fairfax Completes C$650 Million Senior Notes Offering,keyword-sentiment-v1.1,neutral,,0.3,,USD mixed signals; markets consolidating
2026-02-28,,https://www.globenewswire.com/news-release/2026/02/27/3246501/0/en/Fairfax-Completes-C-650-Million-Senior-Notes-Offering.html,USD,Fairfax Completes C$650 Million Senior Notes Offering,keyword-sentiment-v1.1,neutral,,0.3,,USD mixed signals; markets consolidating
2026-02-28,,https://www.globenewswire.com/news-release/2026/02/27/3246413/0/en/Endeavour-Silver-Announces-Q4-2025-Financial-Results-Earnings-Call-at-10AM-PST-1PM-EST-Today.html,USD,Endeavour Silver Announces Q4 2025 Financial Results; Earnings Call at 10AM PST (1PM EST) Today,keyword-sentiment-v1.1,neutral,,0.3,,USD mixed signals; markets consolidating
2026-02-28,,https://github.com/paolobietolini/caddy-x402,USD,Show HN: Caddy plugin that charges AI crawlers real USDC to access your site,keyword-sentiment-v1.1,neutral,,0.3,,USD mixed signals; markets consolidating
2026-02-28,,https://www.fxstreet.com/news/breaking-us-and-israel-attack-iran-risk-aversion-to-sweep-global-markets-202602280856,USD,"Breaking: US and Israel attack Iran, risk aversion to sweep global markets",llm-sentiment-v1,bearish,large,0.8,,"The news of a US-Israel attack on Iran is likely to trigger a risk-averse sentiment in global markets, which would be negative for the US dollar as investors seek safe-haven assets like gold or the Japanese yen."
2026-02-28,,https://finance.yahoo.com/news/dollar-tree-inc-dltr-bull-195704629.html,USD,"Dollar Tree, Inc. (DLTR): A Bull Case Theory",llm-sentiment-v1,neutral,null,0.3,,"The article is about Dollar Tree, Inc. (DLTR) and does not contain any information directly related to the US dollar or the FX market. Therefore, the sentiment for the USD is neutral."
2026-02-28,,https://www.thehindubusinessline.com/markets/forex/rupee-falls-8-paise-to-settle-at-9099-against-us-dollar/article70683777.ece,USD,Rupee falls 8 paise to settle at 90.99 against US dollar,llm-sentiment-v1,bearish,small,0.8,,"The article mentions that the Indian rupee declined against the US dollar, which implies a weakening of the USD. This is a bearish signal for the USD."
2026-02-28,,https://financialpost.com/globe-newswire/fairfax-completes-c650-million-senior-notes-offering,USD,Fairfax Completes C$650 Million Senior Notes Offering,llm-sentiment-v1,neutral,null,0.7,,"The article is about a Canadian company, Fairfax Financial Holdings, completing a C$650 million senior notes offering. It does not contain any information directly related to the US dollar or the FX market, so the sentiment for USD is neutral."
