date,source,url,currency,title,snippet
2026-02-26,FXStreet,https://www.fxstreet.com/news/boe-stronger-data-versus-easing-path-standard-chartered-202602261459,GBP,BoE: Stronger data versus easing path – Standard Chartered,Standard Chartered economists Christopher Graham and Saabir Salad argue that stronger UK activity data in early 2026 raises questions about how quickly the Bank of England will cut rates.
2026-02-26,ForexLive,https://investinglive.com/news/economic-event-calendar-in-asia-27-february-2026-japan-inflation-indicator-tokyo-cpi-20260226/,JPY,Economic & event calendar in Asia 27 February 2026 - Japan inflation indicator (Tokyo CPI),"This snapshot is from the investingLive economic data calendar.The times in the left-most column are GMT.The numbers in the right-most column are the 'prior' (previous month/quarter as the case may be) result. The number in the column next to that, where there is a number, is the consensus median expected.The focus on today's calendar is definitely the inflation indicator from Japan, Tokyo CPI. It's the results from February. Scanning back the previous two months and you get this:Tokyo CPI ease"
2026-02-26,ForexLive,https://investinglive.com/news/investinglive-asia-pacific-fx-news-wrap-hawkish-boj-ueda-takata-boost-jpy-20260226/,JPY,investingLive Asia-Pacific FX news wrap: Hawkish BoJ (Ueda & Takata) boost JPY,"Singapore MAS survey: 2026 GDP seen at 3.6%, April tightening odds riseChina Two Sessions 2026: growth target, fiscal stance and 15th plan signals in focusToyota plans $19bn share unwind in landmark governance reform move – ReutersRecap - BOJ hawk Takata flags inflation overshoot risk, yen strengthened on hike signalsBank of Korea dot plot points to prolonged 2.50% hold as chip exports support growthBoJ’s Takata says Japan is near 2% target, backs further gradual rate hikesAustralia Q4 capex bea"
2026-02-26,ForexLive,https://investinglive.com/news/investinglive-americas-market-news-wrap-nvidia-shares-sink-after-earnings-20260226/,CAD,investingLive Americas market news wrap: Nvidia shares sink after earnings,"Oman foreign min: There was significant progres in negotiations, talks will resumeUS initial jobless claims 212K vs 215K estimateCanada Q4 current account deficit $0.71B vs $7.71B expectedJack Dorsey’s Block cutting 4,000 employees, reducing workforce by nearly 50%. Shares jumpCanadian minister: Gov't to gov't conversations on USMCA are ""not discouraging""U.S. Treasury sells $44 billion of the 7 year notes at a high yield of 3.790%Beijing uneasy as Trump–Xi summit preparations lose momentum - rep"
2026-02-26,ForexLive,https://investinglive.com/news/canadian-minister-govt-to-govt-conversations-on-usmca-are-not-discouraging-20260226/,CAD,"Canadian minister: Gov't to gov't conversations on USMCA are ""not discouraging""","Dominic LeBlanc, who is the Canadian minister responsible for US-Canada trade, says that private government to government conversations on USMCA are ""not discouraging"". Regarding separate bi-lateral deals, he said there have always been bilateral arrangements between the three countries.Sticking with the double negatives, he said he's ""not pessimistic"" about eventual bilateral sectoral arrangements with the US.One of my big themes is trading this year was about how many things could go 'right' f"
2026-02-26,ForexLive,https://investinglive.com/news/beijing-uneasy-as-trumpxi-summit-preparations-lose-momentum-report-20260226/,CNY,Beijing uneasy as Trump–Xi summit preparations lose momentum - report,"The problem with being all show is that eventually you have to deliver real results. Earlier today there was a Politico report about Howard Lutnick and how the vast majority of his $18 trillion in touted investment deals into the US is basically smoke-and-mirrors, AI investment, or a repackaging of things that were already announced.Now, the SCMP is out with a report saying Chinese officials are unsettled about a planned April meeting between Xi and Trump because there could be nothing to announ"
2026-02-26,ForexLive,https://investinglive.com/news/china-two-sessions-2026-growth-target-fiscal-stance-and-15th-plan-signals-in-focus-20260226/,CNY,"China Two Sessions 2026: growth target, fiscal stance and 15th plan signals in focus","China’s Two Sessions (4–11 March) is shaping up as a “targets + 15th plan signalling” event, more about direction and policy bias than a single mega-stimulus headline.Summary:China’s “Two Sessions” will open in Beijing on 4 March (CPPCC) and 5 March 2026 (NPC), with the headline policy statement coming via the Government Work Report by Premier Li Qiang on 5 March. 2026 is a key “bridge year” into the 15th five-year plan (2026–2030), with authorities preparing plan-related documents for March del"
2026-02-26,FXStreet,https://www.fxstreet.com/news/china-long-game-growth-strategy-standard-chartered-202602262128,CNY,China: Long-game growth strategy – Standard Chartered,"Standard Chartered economists Carol Liao and Shuang Ding expect China to set a 2026 GDP growth target of 4.5–5.0% at the National People’s Congress, slightly below 2025."
2026-02-26,Yahoo Finance,https://finance.yahoo.com/news/u-just-took-giant-step-145900935.html,CNY,The U.S. Just Took a Giant Step in The Rare Earth Race With China,
2026-02-26,ForexLive,https://investinglive.com/news/nvidia-shares-fall-nearly-5-and-risk-trades-roll-over-20260226/,USD,Nvidia shares fall nearly 5% and risk trades roll over,Nvidia put its best foot forward with a big earnings beat but it isn't enough for the market. Shares were up around 1% in the pre-market but opened lower and are now down almost 5%. The drop is spreading beyond the company and the Nasdaq is down 1.7% and it's now even hitting FX with AUD/USD quickly falling 20 pips to the lows of the day.Shares of NVDA were trying to break above the current range but have been pulled back in and are now likely to test the lower end of the range.Other chipmakers 
