date,source,url,currency,title,snippet
2026-03-02,FXStreet,https://www.fxstreet.com/news/gbp-jpy-price-forecast-bullish-engulfing-pattern-puts-21100-in-play-202603022023,GBP,GBP/JPY Price Forecast: Bullish engulfing pattern puts 211.00 in play,"GBP/JPY rises during the North American session on Monday, up by 0.24% after recovering from hitting daily lows of 209.10 amid risk aversion spurred by the Middle East conflict between the US and Iran. At the time of writing, the cross-pair trades at 210.98, about to overcome the 211.00 hurdle."
2026-03-02,FXStreet,https://www.fxstreet.com/news/gbp-politics-drag-but-macro-supports-ocbc-202603021503,GBP,GBP: Politics drag but macro supports – OCBC,"OCBC strategists Sim Moh Siong and Christopher Wong note that UK political risks, including Labour’s by‑election defeat and potential leadership challenge, continue to weigh on Pound sentiment."
2026-03-02,FXStreet,https://www.fxstreet.com/news/gbp-jpy-price-forecast-technical-structure-turns-constructive-above-21000-202603021310,GBP,GBP/JPY Price Forecast: Technical structure turns constructive above 210.00,"GBP/JPY rebounds sharply on Monday after a bearish gap-down open, as heightened volatility sweeps across the FX market following joint US-Israeli strikes on Iran over the weekend."
2026-03-02,NewsAPI (Newsonjapan.com),https://newsonjapan.com/article/148511.php,JPY,Yen’s Purchasing Power Falls to One-Third Over 30 Years,"As price hikes spread from fast food to daily necessities and households grapple with rising living costs, the steady depreciation of the yen has emerged as a central driver of inflation, with multiple indicators showing that the currency’s purchasing power h…"
2026-03-02,ForexLive,https://investinglive.com/news/qatarenergy-halts-lng-production-after-military-attacks-on-its-facilities-20260302/,CAD,QatarEnergy halts LNG production after military attacks on its facilities,"Things are just getting messier by the hour. QatarEnergy is the state-owned integrated energy company of Qatar. And they have just announced a stop to its LNG production and associated products. That follows attacks on its operating facilities in Ras Laffan Industrial City and Mesaieed Industrial City.For some context, Qatar ranks as among the top three LNG exporters in the world and controls roughly one-quarter of the projected global LNG supply for the next decade.Their Ras Laffan facility in "
2026-03-02,Yahoo Finance,https://finance.yahoo.com/news/borderlands-mexico-canada-mexico-draw-120000636.html,CAD,"Borderlands Mexico: Canada, Mexico draw record foreign investment in 2025",
2026-03-02,Yahoo Finance,https://finance.yahoo.com/news/3-reasons-buy-mercadolibre-stock-113500499.html,CAD,3 Reasons to Buy MercadoLibre Stock Like There's No Tomorrow,
2026-03-02,ForexLive,https://investinglive.com/news/france-february-final-manufacturing-pmi-501-vs-499-prelim-20260302/,CHF,France February final manufacturing PMI 50.1 vs 49.9 prelim,"Prior 51.2The final estimate is a slight nudge up to the initial reading, so it at least sees back-to-back months of increase in French manufacturing activity at the start of 2026. That being said, the February reading is rather marginal as production expanded in the absence of new order growth. On the price front, inflationary pressures picked up across France's manufacturing sector as higher prices for metals and metal products drove a quicker rise in input costs.HCOB notes that:""The French ma"
2026-03-02,ForexLive,https://investinglive.com/news/switzerland-february-manufacturing-pmi-474-vs-500-expected-20260302/,CHF,Switzerland February manufacturing PMI 47.4 vs 50.0 expected,"Prior 48.8Hopes for a recovery in the Swiss industry were dashed with this being another contractionary reading in February. This marks a 38th straight month that Switzerland's manufacturing sector recorded below the 50-point growth threshold. Of note, production slumped back lower with new orders also softening once again. The details:It reaffirms that the environment for the Swiss industry remains challenging. The only positive is that the Swiss economy relies much more on the services sector."
2026-03-02,FXStreet,https://www.fxstreet.com/news/us-trumpism-energy-leverage-and-china-rabobank-202603021407,CNY,"US: Trumpism, energy leverage and China – Rabobank","Rabobank links the Iran strikes to a broader US ‘Grand Macro Strategy’ under Trumpism, aimed at controlling key raw materials and energy flows that China relies on."
2026-03-02,NewsAPI (The Times of India),https://economictimes.indiatimes.com/news/international/us/why-are-gold-and-silver-prices-increasing-now-and-will-gold-touch-6000-and-silver-200-soon-precious-metals-rise-current-prices-analysts-insights-and-market-outlook-explained-heres-what-should-investors-do-now/articleshow/128883276.cms,CNY,"Why are gold and silver prices increasing now, and will gold touch $6,000 and silver $200 soon? Precious metals rise, current prices, analysts insights and market outlook explained. Here's what should investors do now","Gold and silver prices are rising as tensions between Israel and Iran escalate. Analysts see safe-haven demand driving metals higher. Gold nears $5,300, silver approaches $93. Experts expect further gains if conflict escalates. U.S. inflation data and Chinese…"
2026-03-02,ForexLive,https://investinglive.com/news/investinglive-asia-pacific-market-news-wrap-oil-up-5-with-eyes-on-iran-20260302/,USD,investingLive Asia-Pacific market news wrap: Oil up 5% with eyes on Iran,"BOJ's Himino: GDP is tracking okayTrump floats lifting sanctions against a new Iranian regimeBolton warns Trump may not have thought past the trigger on IranOPEC+ hiked oil production by 206,000 bpd in Sunday's meetingTrump: We have hit hundreds of targetsMarkets:WTI crude oil up $3.74 to $5.6%US 10-year yields up 1.7 bps to 3.98%Gold up $80 to $5355S&P 500 futures down 0.7%USD leads, GBP lagsThe whole market was holding its breath as oil futures opened to start the week and the initial price ac"
2026-03-02,ForexLive,https://investinglive.com/news/a-look-at-markets-as-the-opening-dust-settles-20260302/,USD,A look at markets as the opening dust settles,"By now, everyone knows what's happening as the US and Israel strike Iran. Here is the state of play one hour into futures trading:WTI crude up $5.37 to $72.40 (about 8%)Gold up 2% to $5385The US dollar leads in FX, narrowly ahead of CHFAUD/USD is the biggest mover, down 60 pips (or 0.82%) to 0.7054Nikkei 225 opens down 1.5%Bitcoin flat near $66KThe latest war headline: Israeli military says it continues to carry out large-scale strikes against targets across Tehran.I'm somewhat surprised that US"
2026-03-02,FXStreet,https://www.fxstreet.com/news/forex-today-us-dollar-surges-above-9850-as-us-israel-strikes-on-iran-spark-geopolitical-crisis-202603022009,USD,Forex Today: US Dollar surges above 98.50 as US-Israel strikes on Iran spark geopolitical crisis,"The United States, allied with Israel, struck Iran over the weekend, killing Iran’s Supreme Leader, Ayatollah Ali Khamenei."
2026-03-02,FXStreet,https://www.fxstreet.com/news/aud-usd-drops-on-iran-conflict-rhetoric-and-firm-us-data-202603021932,USD,AUD/USD drops on Iran conflict rhetoric and firm US data,"The Australian Dollar (AUD) registers losses versus the Greenback on Monday following over-the-weekend developments in the Middle East, which triggered a flight to safety, weighing on the AUD/USD pair. At the time of writing, it trades at 0.7083, down 0.37%."
2026-03-02,FXStreet,https://www.fxstreet.com/news/nzd-usd-weakens-as-risk-off-sentiment-lifts-the-us-dollar-202603021822,USD,NZD/USD weakens as risk-off sentiment lifts the US Dollar,NZD/USD trades under pressure on Monday as the New Zealand Dollar (NZD) weakens against the US Dollar (USD) amid escalating geopolitical tensions in the Middle East.
2026-03-02,FXStreet,https://www.fxstreet.com/news/us-dollar-index-surges-to-five-week-highs-as-middle-east-conflict-drives-safe-haven-demand-202603021808,USD,US Dollar Index surges to five-week highs as Middle East conflict drives safe-haven demand,"The US Dollar Index (DXY) jumped about 0.85% on Monday, surging through the 98.00 level to touch a session high around 98.75, its strongest reading in five weeks."
