date,source,url,currency,title,snippet
2026-03-05,FXStreet,https://www.fxstreet.com/news/boe-dmp-survey-uk-firms-anticipate-easing-inflation-improved-employment-outlook-202603051025,GBP,"BoE DMP Survey: UK firms anticipate easing inflation, improved employment outlook","The Bank of England (BoE) released the results of its February Decision Maker Panel (DMP) survey on Thursday, based on responses from 2,042 Chief Financial Officers of UK firms collected between February 6 and February 20."
2026-03-05,MarketWatch,https://www.marketwatch.com/story/a-piece-of-hollywood-history-gorgeous-palm-springs-estate-once-owned-by-cary-grant-listed-for-12-7-million-e2a312f5?mod=mw_rss_topstories,GBP,A piece of Hollywood history: Gorgeous Palm Springs estate once owned by Cary Grant listed for $12.7 million,"Known as Villa Paradiso, the sprawling Spanish Revival compound holds a special place in the actor’s family history, having served as his favorite retreat for many years."
2026-03-05,Yahoo Finance,https://finance.yahoo.com/news/iran-conflict-could-turn-canada-010000187.html,CAD,Iran Conflict Could Turn Canada Into the Market’s Most Reliable Oil Supplier,
2026-03-05,ForexLive,https://investinglive.com/news/china-further-outlines-five-year-plan-says-to-implement-more-proactive-macro-policies-20260305/,CNY,"China further outlines five-year plan, says to implement more proactive macro policies","Will enhance the coordination of fiscal and monetary policyTo optimise the structure of fiscal expenditureWill keep liquidity ample, improve sustainability of government financesTo keep exchange rate basically stable, enhance flexibility of the yuanWill release the full potential of services consumptionWill boost effective investment, balance attraction of foreign investmentTo greatly boost self-reliance in science and technologyWill boost high quality development of real estateTo promote health"
2026-03-05,ForexLive,https://investinglive.com/news/china-floats-some-tax-changes-20260305/,CNY,China floats some tax changes,"Chinese stocks are up more than 1% today after the National People's Congress revealed growth targets and some government priorities but now we're getting some details. Chinese consumer stocks are laggards so far, up around 0.5% but we're getting some notable headlines from the state planner now:Will improve the local tax systemWill better leverage new policy-backed financial instruments and replenish the capital of major projectsWill move consumption tax collection for some items down towards p"
2026-03-05,ForexLive,https://investinglive.com/news/china-five-year-plan-calls-for-more-proactive-fiscal-policy-20260305/,CNY,China five-year plan calls for more proactive fiscal policy,"The China National People's Congress kicks off today and the five-year growth targets and plan are out, with Reuters obtaining a copy.2026 GDP target set at 4.5% to 5%CPI target set at around 2%Growth rate set for 'reasonable rate' for the next five yearsWill set 2026 budget deficit at 4% of GDPPlan will stick to strategic aim of expanding domestic demandWill implement more proactive fiscal policyUnchanged quote on local government special bondsWill set up efforts to improve people's livelihoods"
2026-03-05,FXStreet,https://www.fxstreet.com/news/china-pragmatic-growth-stance-and-fx-stability-td-securities-202603050912,CNY,China: Pragmatic growth stance and FX stability – TD Securities,"TD Securities’ Senior Macro Strategist Alex Loo says Chinese policymakers have set a modest 2026 GDP growth target of 4.5–5.0%, with TD forecasting 4.6%. The Budget keeps fiscal policy accommodative but avoids a repeat of 2025’s large impulse."
2026-03-05,Yahoo Finance,https://finance.yahoo.com/news/chinas-factory-activity-expands-quickest-015522109.html,CNY,"China's factory activity expands at quickest pace in over 5 years, private PMI shows",
2026-03-05,ForexLive,https://investinglive.com/news/us-futures-bounce-back-up-again-dollar-pares-gains-on-the-day-too-20260305/,USD,"US futures bounce back up again, dollar pares gains on the day too","The volatile trading continues on the week and it's tough to hold any intraday convictions. S&P 500 futures were down by as much as 0.5% earlier on but have now climbed back up to pare losses to be up 0.1% on the day.The only plausible headline I'm seeing that ties closely is one reported by Sky News Arabia, in citing Iran's foreign ministry as to saying that they might consider abandoning its nuclear program ""if the US makes an attractive enough alternative offer"".Quite frankly, the odds of tha"
2026-03-05,ForexLive,https://investinglive.com/news/iran-is-ready-to-abandon-its-nuclear-program-if-the-us-makes-a-satisfactory-offer-20260305/,USD,Iran is ready to abandon its nuclear program if the US makes a satisfactory offer,"Sky News Arabia reported that Iran's Deputy Foreign Minister said ""Iran is ready to abandon its nuclear program on condition that the United States presents a satisfactory alternative offer"".Yesterday, we got the news that Iran has been secretly contacting the US to reach a deal and end the conflict, although Iran dismissed those reports as fake news. These are clear signs of de-escalation, and we might just need the US or Israel saying that they reached their objectives to see the markets cheer"
