date,source,url,currency,title,snippet
2026-02-25,FXStreet,https://www.fxstreet.com/news/gbp-jpy-price-forecast-clears-key-resistance-aims-towards-21200-202602252057,GBP,"GBP/JPY Price Forecast: Clears key resistance, aims towards 212.00","The GBP/JPY rallies for the second straight day, up by over 0.80% as Yen weakness extends, as the Japanese Prime Minister Takaichi nominates two slightly “dovish” academics to the Bank of Japan’s board. The cross trades at 211.94, slightly below the day’s high of 212.12."
2026-02-25,Yahoo Finance,https://finance.yahoo.com/news/united-airlines-selects-ge-aerospace-144245024.html,GBP,United Airlines selects GE Aerospace (GE)’s GEnx Engines for Boeing 787,
2026-02-25,Yahoo Finance,https://finance.yahoo.com/news/boeing-company-ba-777-9-144323026.html,GBP,The Boeing Company’s (BA) 777-9 Flight Training Simulators Receives Qualification Certification,
2026-02-25,ForexLive,https://investinglive.com/news/investinglive-asia-pacific-fx-news-wrap-nikkei-record-high-australian-cpi-high-sticky-20260225/,JPY,"investingLive Asia-Pacific FX news wrap: Nikkei record high, Australian CPI high & sticky","Trump says Iran advancing missile, nuclear programs despite negotiationsJapan govmt nominates new BOJ board members as rate-hike path comes into focusSOTU Trump: Says tariffs stay despite Supreme Court loss, pivots to new global levyNikkei hits record high as AI fears fade and yen weakensOil holds near seven-month highs ahead of US-Iran Geneva talks, EIA data awaitedAdvance excerpts of Trump's speech show its lacklusterJapan services inflation holds at 2.6%, keeping BOJ hike bias intactPBOC sets"
2026-02-25,FXStreet,https://www.fxstreet.com/news/jpy-reflationist-boj-picks-flag-downside-risks-mufg-202602251345,JPY,JPY: Reflationist BoJ picks flag downside risks – MUFG,MUFG’s Head of Research Derek Halpenny highlights renewed Japanese Yen underperformance as Prime Minister Takaichi nominates reflationist-leaning academics Toichiro Asada and Ayano Sato to the BoJ policy board.
2026-02-25,FXStreet,https://www.fxstreet.com/news/aud-jpy-price-forecast-skyrockets-past-11100-on-hot-aussie-cpi-202602252222,JPY,AUD/JPY Price Forecast: Skyrockets past 111.00 on hot Aussie CPI,"The AUD/JPY rallies over 1.20% on Wednesday, after an inflation report in Australia prompted investors to price additional rate hikes by the Reserve Bank of Australia (RBA). At the time of writing, the cross trades at 111.38."
2026-02-25,ForexLive,https://investinglive.com/news/canada-capital-spending-intentions-for-2026-come-in-at-37-vs-2025-pace-of-47-20260225/,CAD,Canada capital spending intentions for 2026 come in at 3.7% vs 2025 pace of 4.7%,"Statistics Canada out with the non-residential capital and repair expenditures report for 2026 intentions, and the headline is a deceleration in spending growth.Total capex by businesses, governments and institutions is expected to rise $14.4 billion in 2026, down from the $17.4 billion increase seen in 2025. The composition matters here though — machinery and equipment spending is actually expected to decline by $732 million (-0.6%), with non-residential buildings and structures doing the heavy"
2026-02-25,MarketWatch,https://www.marketwatch.com/story/for-the-first-time-in-decades-new-hair-loss-treatments-are-in-the-works-heres-how-theyre-different-c2033ade?mod=mw_rss_topstories,CAD,"For the first time in decades, new hair-loss treatments are in the works. Here’s how they’re different.","“Botox on steroids”: Old hair-loss drugs are getting an upgrade, and new ones are on the way."
2026-02-25,Yahoo Finance,https://finance.yahoo.com/news/netflix-stock-avoid-once-decade-130500353.html,CAD,Netflix: Stock to Avoid or Once-in-a-Decade Opportunity?,
2026-02-25,NewsAPI (GlobeNewswire),https://www.globenewswire.com/news-release/2026/02/24/3243883/0/en/BIC-FULL-YEAR-2025-RESULTS.html,CHF,BIC: FULL YEAR 2025 RESULTS,"Clichy, France – February 24, 2026 FULL YEAR 2025 RESULTS Challenging year in 2025 with an improved momentum in the second half. Resilient free cash flow..."
2026-02-25,ForexLive,https://investinglive.com/news/ustr-greer-we-intend-to-stick-to-the-china-deal-we-had-before-20260225/,CNY,USTR Greer: We intend to stick to the China deal we had before,"I expect China tariff level to remain in placeWe don't intend to escalate tariffs on ChinaTrade law on discrimination against US could be helpful in some situationsNew trade investigations will look at excess industrial capacity, forced labour in supply chainsTariffs will go up to 15% for some countriesThere will be hearings and consultations with trading partnersHave been in touch with trade partners to explain how replacement tariffs go along with trade dealsU.S. Trade Representative Jamieson "
2026-02-25,ForexLive,https://investinglive.com/news/sotu-trump-says-tariffs-stay-despite-supreme-court-loss-pivots-to-new-global-levy-20260225/,CNY,"SOTU Trump: Says tariffs stay despite Supreme Court loss, pivots to new global levy","Trump is reframing the Supreme Court tariff loss as a detour, not a derailment, as his team shifts the broad tariff base to Section 122 while keeping key sector and China-related tariffs intact.Summary:Trump addressed tariffs during his SOTU addressSupreme Court ruled IEEPA doesn’t authorise tariffs (Feb 20, 2026) White House pivoted to temporary global tariffs under Section 122 Rate set at 10% for 150 days; administration working toward 15% Many other tariffs (Section 232/301) remain intact Eco"
2026-02-25,FXStreet,https://www.fxstreet.com/news/copper-chinese-demand-lifts-prices-ing-202602251254,CNY,Copper: Chinese demand lifts prices – ING,"ING analysts Warren Patterson and Ewa Manthey report that LME copper has moved back above $13,000/t as Chinese buyers return from Lunar New Year, with Yangshan premiums hitting a two‑month high."
2026-02-25,NewsAPI (Reason),https://reason.com/2026/02/24/how-communists-conquered-china/,CNY,How Communists Conquered China,The evidence tells a different story than you’ll find in the party's triumphant propaganda.
2026-02-25,NewsAPI (The Star Online),https://www.thestar.com.my/news/nation/2026/02/25/digital-ecosystem-makes-china-travels-a-breeze-for-malaysians,CNY,Digital ecosystem makes China travels a breeze for Malaysians,"PETALING JAYA: For many Malaysians, the main draw of travelling to China is no longer just about the Great Wall or the scenic landscapes – it is the sheer convenience of stepping into a cashless society. Read full story"
2026-02-25,FXStreet,https://www.fxstreet.com/news/china-two-sessions-set-2026-growth-path-td-securities-202602252217,CNY,China: Two Sessions set 2026 growth path – TD Securities,"TD Securities analysts expect Premier Li to unveil a 4.5–5.0% GDP target range for 2026 at the Two Sessions, alongside a broad budget deficit near 9% of GDP. Policymakers are seen prioritizing domestic demand, with continued targeted consumer stimulus."
2026-02-25,ForexLive,https://investinglive.com/news/australian-january-cpi-38-yy-expected-37-prior-38-20260225/,USD,"Australian January CPI 3.8% y/y (expected 3.7%, prior 3.8%)","This is just a post for data, I'll have details and analysis posted separately. Here we go, added:Australia CPI beats estimates, lifting RBA hike odds and boosting Aussie dollarBackground:Australia January CPI preview: core inflation steady, electricity lifts headline This article was written by Eamonn Sheridan at investinglive.com."
2026-02-25,FXStreet,https://www.fxstreet.com/news/feds-musalem-looking-forward-to-learning-what-warshs-priorities-might-be-202602252010,USD,Fed’s Musalem: Looking forward to learning what Warsh's priorities might be,"St. Louis Federal Reserve (Fed) President Alberto Musalem claimed that inflation is almost a full percentage point above the Fed’s target, and the labor market is cooling in an orderly way, speaking before the Missouri Athletic Club Speaker Series on Wednesday."
2026-02-25,FXStreet,https://www.fxstreet.com/news/usd-zar-range-floor-at-risk-as-zar-richens-societe-generale-202602251958,USD,USD/ZAR: Range floor at risk as ZAR richens – Societe Generale,Societe Generale analysts flag that USD/ZAR remains in a sideways consolidation but warn that failure to clear the 50‑day moving average could extend the decline toward lower projections.
2026-02-25,FXStreet,https://www.fxstreet.com/news/usd-chf-price-forecast-consolidates-in-bearish-triangle-threatens-breakdown-202602251940,USD,"USD/CHF Price Forecast: Consolidates in bearish triangle, threatens breakdown","USD/CHF extends its losses for the second consecutive trading day, down 0.14%, yet it remains trading confined to the 0.7718-0.7757 range for the last three days. At the time of writing, exchanges hands at 0.7729 above the 20-day Simple Moving Average (SMA) at 0.7726."
2026-02-25,FXStreet,https://www.fxstreet.com/news/xag-usd-surges-above-90-as-tariff-fears-temper-and-supply-deficit-fuels-rally-202602251934,USD,XAG/USD surges above $90 as tariff fears temper and supply deficit fuels rally,"XAG/USD surged about 4% on Tuesday, rallying sharply to close near $91 in a session driven by renewed safe-haven demand. The pair has been recovering from its late-January crash, when price collapsed from all-time highs above $121 to a low around $64 in early February, a drop of roughly 47%."
2026-02-25,FXStreet,https://www.fxstreet.com/news/aud-usd-jumps-as-hot-cpi-fuels-rba-tightening-bets-202602251909,USD,AUD/USD jumps as hot CPI fuels RBA tightening bets,"The Australian Dollar (AUD) rallies over 0.80% against the US Dollar on Wednesday, courtesy of a red-hot inflation report, which increased speculation of further tightening by the Reserve Bank of Australia (RBA)."
2026-02-25,FXStreet,https://www.fxstreet.com/news/gold-reclaims-5-200-on-trade-jitters-and-fed-cut-bets-202602251810,USD,"Gold reclaims $5,200 on trade jitters and Fed cut bets","Gold prices rise over 1% on Wednesday amid uncertainty on US trade policies and expectations that the Federal Reserve (Fed) will ease policy through the rest of the year. At the time of writing, XAU/USD trades at $5,204 after bouncing off its worst levels at $5,121."
2026-02-25,FXStreet,https://www.fxstreet.com/news/feds-schmid-politics-do-not-enter-fed-policy-debates-202602251752,USD,Fed’s Schmid: Politics do not enter Fed policy debates,"Jeffrey Schmid, President of the Federal Reserve Bank of Kansas City, said on Wednesday that the Fed system has layers of independence and that politics do not enter Fed policy debates."
2026-02-25,FXStreet,https://www.fxstreet.com/news/usd-jpy-advances-as-japanese-yen-falters-on-reduced-boj-tightening-confidence-202602251727,USD,USD/JPY advances as Japanese Yen falters on reduced BoJ tightening confidence,"USD/JPY trades around 156.30 on Wednesday at the time of writing, up 0.26% on the day, as the Japanese Yen (JPY) remains under pressure against the US Dollar (USD). The pair extends its recent upward move amid growing uncertainty over the interest rate path of the Bank of Japan (BoJ)."
